,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,Unnamed: 0
180,3/4 ounce Tenneyson Absinthe Royale or other blanche absinthe,3/4 ounce St-Germain elderflower liqueur,,,,,,,,,,,3/4 ounce orange liqueuer (we used Paula's Texas Orange; Cointreau also works well),,,,,3/4 ounce freshly squeezed lemon juice,"Orange ""coin,"" for garnish",,,,,,Corpse Reviver 3000
181,1 lime wheel,1 strip lemon zest,,,,,,,,,,,1 lemon verbena leaf,,,,,3 juniper berries,1 1/2 ounces gin (preferably Hendrick's),3-4 ounces tonic water,,,,,José's Gin & Tonic
182,"1 1""-piece ginger, peeled, thinly sliced","1 whole cardamom pod, cracked",,,,,,,,,,,1/4 cup sugar,,,,,"2 ripe peaches, peeled, sliced",8 sprigs mint plus more for garnish,8 ounces bourbon,4 ounces fresh lemon juice,12 ounces ginger beer,,,Peach Julep
183,1 sprig thyme,1/4 cup sugar,,,,,,,,,,,1/4 cup (or more) Aperol,,,,,1 1/3 cups raspberries (about 6 ounces),1 pint vanilla ice cream or gelato,2 12-ounce cans club soda,,,,,Raspberry and Aperol Floats
184,1/3 cup sugar,2 cups white rum,,,,,,,,,,,3/4 cup fresh lime juice (from about 6 limes),,,,,6 dashes celery bitters,Basil flowers (optional; for serving),,,,,,Kaimuki Daiquiri
185,2 tablespoons lemon juice,1 teaspoon superfine sugar,,,,,,,,,,,2 ounces whiskey,,,,,3 or 4 ice cubes,Chilled club soda,Slice each of lemon and orange (optional),Maraschino cherry (optional),,,,Whiskey Collins
186,Kosher salt,4 cucumber slices,,,,,,,,,,,2 ounces tequila,,,,,1 ounce fresh lime juice,3/4 ounce agave syrup (nectar),4 dashes of celery shrub,,,,,Cucumber-Celery Margarita
187,1/2 cup honey,"8 strawberries, plus more for garnish",,,,,,,,,,,12 ounces vodka,,,,,Juice of 4 lemons,16 ounces sparkling water,"1 lemon, sliced",,,,,Spiked Strawberry Lemon Spritzer
188,2 ounces pineapple juice,1 1/2 ounces vodka,,,,,,,,,,,3/4 ounce blue Curaçao liqueur,,,,,1/2 ounce fresh lime juice,1/2 ounce simple syrup,Splash of half-and-half,"Pineapple leaf and lime wheel, for garnish",,,,Blue Hawaiian
189,2 ounces golden rum,2 ounces coconut cream,,,,,,,,,,,4 ounces pineapple juice,,,,,2 or 3 ice cubes,Pineapple stick,Maraschino cherry,,,,,Piña Colada
190,2 ounces vodka,1 ounce limoncello,,,,,,,,,,,1/2 ounce lemon juice,,,,,,,,,,,,Infinite Zest
191,1/2 ounce anise liqueur (like Herbsaint),1 1/2 ounces rye whiskey,,,,,,,,,,,1 teaspoon sugar,,,,,3 dashes Peychaud's bitters,2 dashes Angostura bitters,"Lemon twist, for garnish",,,,,A Confederacy of Ounces
192,2 ounces dark rum,1/2 ounce curaçao,,,,,,,,,,,1/2 ounce apricot brandy,,,,,1 1/2 tablespoons lime juice,3 or 4 ice cubes,Pineapple spear,,,,,Mai Tai
193,20 ounces (2 1/2 cups) honey,20 ounces (2 1/2 cups) water,"Fresh mint sprigs, for garnish","Edible flowers, for garnish",,,,,,,,,60 ounces (7 1/2 cups) light-bodied aged amber rum (such as Appleton Estate Reserve),,,,,60 ounces (7 1/2 cups) freshly squeezed lemon juice,20 ounces (2 1/2 cups) Yellow Chartreuse,8 ounces (1 cup) ice water,1 tablespoon plus 3/4 teaspoon Angostura bitters,80 ounces (10 cups) ginger ale (such as Fever-Tree),1 large ice block or several smaller blocks,"Lemon wheels, for garnish",Eureka Tiki Punch
194,1/3 cup sugar,"12 ounces fresh strawberries, hulled, halved or quartered if large (about 3 cups), divided",,,,,,,,,,,"1 3"" piece ginger, peeled, thinly sliced, divided",,,,,"1/2 cup (packed) fresh basil leaves, divided",1 1/2 cups brandy,3 tablespoons fresh lime juice,2 12-ounce cans club soda,,,,Strawberry-Ginger Punch
195,10 large sprigs tarragon,"2 lemons, thinly sliced",,,,,,,,,,,2 tablespoons sugar,,,,,3/4 cup gin,3/4 cup St-Germain (elderflower liqueur),1/3 cup fresh lemon juice,1 12-ounce can club soda,,,,Sparkling Tarragon-Gin Lemonade
196,One 750-milliliter bottle vodka,2/3 cup loose-leaf black tea,,,,,,,,,,,1/4 cup sugar,,,,,1/2 ounce fresh lemon juice,Lemon wedge,Mint sprig,Club soda,,,,Wake County Cooler
197,2 tablespoons sugar,1 750-milliliter bottle London dry gin,,,,,,,,,,,3 cups fresh cilantro leaves with tender stems,,,,,1/4 cup fresh lime juice,8 lime twists or rounds,,,,,,The Modern Martini
198,1 3/4 fl oz/50 ml Calle 23 tequila blanco,2 tsp orange curaçao,,,,,,,,,,,4 tsp unsalted yuzu juice,,,,,2 tsp maraschino liqueur,1/4 tsp brewed Japanese matcha tea,ice cubes,black salt & lemon slices,,,,Matcharita
199,"8 fresh mint leaves, plus more for garnish",1/2 cup fresh blackberries,,,,,,,,,,,1 tablespoon light agave syrup,,,,,Ice cubes,1/2 cup light rum,1/4 cup fresh lime juice,Crushed ice,Lime-flavored club soda,"Lime slices, for garnish",,Blackberry Mojitos
200,2 cups fresh pink grapefruit juice (from 2-3 grapefruits),1/2 cup St-Germain (elderflower liqueur),,,,,,,,,,,1/4 cup Campari,,,,,1 750-milliliter bottle chilled sparkling wine,,,,,,,522 North Pinckney Cocktail
201,2 ounces rye whiskey,3/4 ounce Heering Cherry Liqueur,,,,,,,,,,,3/4 ounce Chile-Infused Aperol,,,,,3/4 ounce fresh lemon juice,,,,,,,Satan's Circus
202,3/4 cup sugar,1 cup (packed) fresh mint leaves,,,,,,,,,,,"1/4 pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups)",,,,,"1/4 pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups)","4 limes, each cut into 8 wedges, divided",1/2 cup (packed) fresh mint leaves,2 cups light rum,Club soda (for serving),,,Pineapple-Mint Mojito
203,1 teaspoon kosher salt,1/2 teaspoon pure chile powder,,,,,,,,,,,"1 lime, halved",,,,,2 tablespoons fresh lime juice,1 teaspoon Worcestershire sauce,Dash of hot sauce,1 (12-ounce) chilled beer (preferably Mexican and dark),,,,Michelada
204,1.5 oz. Sombra Mezcal,.75 oz. Lustau Palo Cortado Sherry,,,,,,,,,,,.25 oz. St. Elizabeth Allspice Dram,,,,,.25 oz. Marie Brizard White Crème de Cacao,,,,,,,El Molino
205,2 oz. Sombra Mezcal,.75 oz. Yellow Chartreuse,,,,,,,,,,,.75 oz. Lime Juice,,,,,4 sprigs Fresh Oregano,1 barspoon Ricard Pastis,1 barspoon Agave Nectar,,,,,Pearl of Puebla
206,1 oz. Sombra Mezcal,.75 oz. Lime Juice,,,,,,,,,,,1 dash The Bitter Truth Celery Bitters,,,,,4 dashes Cholula,,,,,,,Beer and a Smoke
207,"1""-thick unpeeled cucumber slice",1 tablespoon fresh lemon juice,,,,,,,,,,,1 teaspoon sugar,,,,,2 ounces Pimm's No. 1,1 ounce club soda,1/2 ounce Amontillado Sherry,1 cucumber spear,Mint sprigs,1 lime wedge,,Sherry Pim's Cup
208,2 ounces rye or bourbon whiskey,1 ounce fresh lemon juice,,,,,,,,,,,1 ounce simple syrup,,,,,1/2 ounce fruity red wine (such as Shiraz or Malbec),,,,,,,The New York Sour
209,1 ounce London dry gin,1 ounce vodka,,,,,,,,,,,1/2 ounce Cocchi Americano (Italian aperitif wine),,,,,a grapefruit twist,,,,,,,The Vespa
210,1 dash The Truth Old Time Aromatic Bitters or Angostura bitters,1 sugar cube,,,,,,,,,,,"6"" twist from a lemon",,,,,5 ounces chilled Champagne,,,,,,,The Champagne Cocktail
211,3 hulled strawberries,2 ounces white rum,,,,,,,,,,,1 ounce fresh lemon juice,,,,,1 ounce simple syrup,1 strawberry,,,,,,Strawberry Lemonade Smash
212,"2 tablespoons fresh (or frozen, thawed) peas",1 lemon wedge,,,,,,,,,,,1 teaspoon sugar,,,,,2 ounces vodka,1 pea tendril (optional),,,,,,The Sweet Pea
213,"6 medium red beets (about 2 1/2 pounds), scrubbed, trimmed",1 750-milliliter bottle vodka,,,,,,,,,,,3/4 cup sugar,,,,,2 tablespoons grated peeled ginger,3 ounces fresh lemon juice,3 ounces fresh lime juice,12 lemon slices,,,,Beetnik Martini
214,2 ounces bourbon,1 ounce Campari,,,,,,,,,,,1 ounce sweet vermouth (preferably Antica Formula),,,,,A lemon twist,,,,,,,Boulevardier
215,1/4 cup sugar,1/4 cup coarsely chopped fresh dill,,,,,,,,,,,3 ounces green tea kombucha,,,,,1 1/2 ounces aquavit or vodka,1/2 ounces dill syrup,A dill sprig,,,,,The Swedish Tart
216,"Margarita or coarse sea salt, for rimming glass","1 lime wedge, for rimming glass",4 maraschino cherries,,,,,,,,,,1/2 cup frozen orange juice concentrate,,,,,1 1/2 cups orange juice,3/4 cup (6 ounces) tequila,2 tablespoons (1 ounce) Cointreau or triple sec,2 tablespoons lime juice,3 cups crushed ice,1/4 cup grenadine,4 orange slices,Frozen Sunrise Margaritas
217,1 1/2 cups Oaxacan mezcal,2 cups Limonada,,,,,,,,,,,1/2 cup triple sec,,,,,50 to 60 drops (1 1/2 to 2 teaspoons) orange bitters (store-bought or homemade),6 cups ice,About 2 heaping teaspoons finely chopped orange zest (colored peel only; see Cook's Note),,,,,Mezcal Margarita #2
218,6 ounces chilled stout,6 ounces chilled champagne,,,,,,,,,,,,,,,,,,,,,,,Black Velvet
219,kosher salt,1/4 cup fresh grapefruit juice,,,,,,,,,,,1 tablespoon fresh lime juice,,,,,1 teaspoon sugar,1/4 cup mezcal or tequila,1/4 cup club soda,,,,,Paloma
220,1 quart apple cider,"Peel of 2 clementines, cut into strips",,,,,,,,,,,1 cinnamon stick,,,,,6 whole cloves,8 ounces rum (optional),,,,,,Clementine Mulled Cider
221,2 sugar cubes,4 dashes of Angostura bitters,,,,,,,,,,,1 lemon wheel,,,,,1 lime wheel,1 orange wheel,1 maraschino cherry,1/2 teaspoons grenadine,1/4 cup bourbon or rye whiskey,Club soda,Ginger ale,Bill Heck's Old Fashioned
222,Freshly squeezed juice of 4 blood oranges or 1 cup orange juice,4 ounces coconut rum,,,,,,,,,,,2 ounces açaí juice,,,,,1 ounce guava nectar,1 ounce pineapple nectar,1 cup crushed ice,"1 blood orange, sliced, for garnish","1 star fruit, sliced (optional), for garnish",,,El Chupacabra Martini
223,3 ounces Pisco Brandy,1 ounce fresh lime juice,,,,,,,,,,,1 ounce fresh lemon juice,,,,,1 1/2 tablespoons granulated sugar,Dash of Angostura bitters,Crushed ice,Dry ice (optional) (see note),,,,La Llorona
224,"2 cups sliced fresh (or frozen, thawed) peaches",12 thyme sprigs,,,,,,,,,,,1 1/4 cups sugar,,,,,1 liter (4 1/4 cups) Jamaican gold rum (such as Appleton Estate),2 cups Cognac,1 1/2 cups fresh lemon juice,1 cup peach liqueur (such as Bols),,,,Philadelphia Fish House Punch
225,1 6-ounce container blackberries,1/2 cup sugar,,,,,,,,,,,2 cups gin,,,,,1 cup fresh lime juice,Club soda,8 sprigs Thai basil or sweet basil,,,,,Blackberry-Gin Fizz
226,Ice cubes,3/4 ounce Scotch whisky,,,,,,,,,,,3/4 ounce sweet vermouth,,,,,2 ounces freshly squeezed blood orange juice,4 ounces Flemish sour ale or kriek lambic,"2 fresh cherries, for garnish",,,,,Bloodied Belgian
227,Ice cubes,3 ounces molasses,,,,,,,,,,,3 ounces ruby port,,,,,1 1/2 ounces Goldschläger,12 ounces oatmeal stout,,,,,,Oatmeal Cookie
228,12 fresh blackberries,Ice cubes,,,,,,,,,,,4 ounces freshly squeezed mandarin orange juice,,,,,3 ounces St-Germain elderflower liqueur,2 ounces Chambord,12 ounces Sapporo,,,,,Maru
229,"1 lemon, thinly sliced, plus more for garnish","1 cucumber, thinly sliced, plus more for garnish",,,,,,,,,,,1 (750-milliliter) bottle dry vermouth such as Dolin,,,,,1 ounce blue or orange curaçao liqueur,1 ounce simple syrup or more to taste,1 ounce lemon juice,2 ounces dry gin,2 cups cold sparkling water,1/2 to 1 ounce Maraschino liqueur (optional),Mint for garnish,Cucumber-Vermouth Sangria
230,3 cups pineapple juice,"1 bottle dry white wine, such as Chardonnay or Sauvignon Blanc",,,,,,,,,,,1 cup brandy (pear brandy is nice but not required),,,,,"1 ripe pineapple, cut into 1-inch chunks",1 cup pineapple soda,"1 bunch fresh mint, roughly chopped","1 orange, sliced",,,,Pineapple Sangria
231,1 tablespoon raw sugar,"3/4 cup berry preserves, preferably lingonberry",,,,,,,,,,,4 cups soda water (32 ounces),,,,,2 cups aquavit or vodka,8 lemon twists,,,,,,Aquavit Spritzer
232,"2 lemons, sliced into rounds","2 limes, sliced into rounds",,,,,,,,,,,1 cup fresh blueberries,,,,,1/2 cup (loosely packed) fresh mint leaves plus sprigs for garnish,1 1/2 cups vodka,3/4 cup St-Germain (elderflower liqueur),,,,,Blueberry Smash
233,"2 ounces tequila made from 100 percent agave, preferably reposado or blanco",1 ounce Cointreau,,,,,,,,,,,1 ounce freshly squeezed lime juice,,,,,Salt for garnish,,,,,,,The Classic Margarita
234,Kosher salt,2 lime slices or wedges,,,,,,,,,,,1/4 cup tequila blanco,,,,,1 tablespoon agave syrup (nectar),1/4 cup fresh lime juice,,,,,,Agave Margarita
235,"10 to 11 pounds fresh sour cherries, preferably Morello, or 3 jars (1 pound, 9 ounce) preserved Morello cherries",4 cups brandy,,,,,,,,,,,"3 cups sugar, plus more as needed",,,,,"2 cinnamon sticks, broken into pieces",2 to 3 cloves,1 (1/4-inch) piece fresh whole nutmeg,,,,,To Make an Excellent Cherry Bounce
236,1/4 cup spiced rum,4 1/2 teaspoons orgeat syrup,,,,,,,,,,,2 tablespoons fresh lime juice,,,,,1 teaspoon simple syrup,4 mint sprigs,2 dashes Peychaud's bitters,1 dash Angostura bitters,,,,Kona Swizzle
237,"3 thin slices peeled cucumber, plus 1 slice for garnish",1/2 ounce absinthe,,,,,,,,,,,2 ounces gin,,,,,3/4 ounce lemon juice,3/4 ounce simple syrup,"2 to 4 ounces tonic water, chilled",,,,,The Dandy Lion
238,"1 (4 ounce) stalk rhubarb, trimmed and cut into 1/2 -inch pieces (about 3/4 cup total) or 3/4 cup frozen rhubarb chunks",1/2 cup sugar,,,,,,,,,,,2 ounces gin,,,,,1 ounce lemon juice,"2 to 4 ounces Champagne or soda water, chilled",,,,,,Rhubarb Collins
239,"1 whole orange, plus 1 orange cut into thin slices for garnish",1 lemon,,,,,,,,,,,1 cup sugar,,,,,1 cup lemon juice,1 cup pineapple juice,"1 (750 milliliter) bottle bourbon, at least 100 proof",1 cup Champagne or sparkling wine,1 cup fresh pineapple chunks,,,Rabbit Punch
240,1 ounce vodka,1 ounce peach liqueur,,,,,,,,,,,1 ounce Prosecco,,,,,1/2 ounce lemon juice,1/2 ounce peach nectar,2 dashes Fee Brothers peach bitters (optional),Peach wedge,,,,Peach Prosecco
241,20 fresh sage leaves,1 cup sugar,,,,,,,,,,,1 ounce gin,,,,,1/2 ounce Cocchi Aperitivo Americano or Lillet Blanc,3/4 ounce freshly squeezed lime juice,1/4 ounce Campari,Sage leaf for garnish,,,,The Buckley
242,3 tablespoons bourbon,2 tablespoons Campari,,,,,,,,,,,2 tablespoons dry vermouth,,,,,1 orange twist,,,,,,,Old Pal
243,"1 cup London dry gin, preferably Gordon's",1 orange pekoe or black tea bag,,,,,,,,,,,1 1/2 tablespoons honey,,,,,6 tablespoons fresh lime juice,6 tablespoons Licor 43,Soda water,4 lime wedges,Fee Brothers Old Fashion Bitters,,,Rosa Mae
244,1 1/4 cups water,1/4 cup sugar,,,,,,,,,,,2 (4-inch long) strips lemon zest,,,,,1 cup chilled bottled pomegranate juice,3 tablespoons fresh lemon juice,1 750 milliliter bottle chilled pink sparkling wine or champagne,lemon twists,,,,Pink Champagne Punch
245,4 cups tomato juice (preferably Campbell's),1 cup dill pickle juice,2 cups vodka,8 celery stalks,8 lemon wedges,,,,,,,,1/4 cup fresh lemon juice,,,,,1 tablespoon prepared horseradish,2 teaspoons Worcestershire sauce,2 teaspoons curry powder,1 teaspoon Sriracha,1 teaspoon kosher salt,1/2 teaspoon celery seeds,1/4 teaspoon black pepper,New-Look Bloody Mary
246,2 tablespoons honey,"6 tablespoons bourbon (or better yet, Apple Bourbon, in which case you'll use 1 tablespoon honey)",,,,,,,,,,,"3x1/2"" strip of lemon peel",,,,,1 cinnamon stick,,,,,,,Honey-Bourbon Toddy
247,1 3/4 cups Calvados or other apple brandy,1 cup St-Germain (elderflower liqueur),,,,,,,,,,,"10 dashes bitters, preferably Fee Brothers Whiskey Barrel Aged Bitters or Angostura",,,,,"1 750-milliliter bottle Champagne, chilled",Freshly grated nutmeg,One 12-cup Bundt or tube pan; 1 punch bowl,,,,,The Long Hello
248,1 1/2 cups sugar,1 1/2 cups water,,,,,,,,,,,,,,,,,,,,,,,Simple Syrup
249,Decorative ice block,"6 navel oranges, cut into quarter-wheels",1 cup Massenez crème de framboise,3 cups water,1 (750 ml) bottle Perrier-Jouët Grand Brut champagne,,,,,,,,"6 lemons, cut into half-wheels",,,,,"3 limes, cut into wheels",1 pint fresh raspberries,"1 pineapple, cut into 1-inch cubes",1 (750 ml) bottle Plymouth gin,1 3/4 cups freshly squeezed lemon juice,1 1/4 cups simple syrup,1/2 cup orgeat or almond syrup,Gin Punch
250,"10 ounces calvados, applejack or apple brandy","4 ounces ginger brandy, ginger cordial or ginger syrup",,,,,,,,,,,Juice of 4 Meyer lemons,,,,,Ice cubes,"32 ounces sparkling cider, chilled",8 pieces (about 2 ounces) crystallized ginger or lemon twists,,,,,Speakeasy Sparkler
251,1/4 cup gin,2 tablespoons Chartreuse liqueur,,,,,,,,,,,2 tablespoons fresh lime juice,,,,,2 tablespoons maraschino liqueur (such as Luxardo),2 lime twists,Ingredient info: Luxardo maraschino liqueur is sold at well-stocked liquor stores and bevmo.com.,,,,,The Last Word
252,Three 1/4-inch-thick slices Granny Smith apple,1/4 ounce Simple Syrup,,,,,,,,,,,2 fresh mint leaves,,,,,2 ounces Heart of the Hudson apple vodka,1 ounce junmai saké,Ice cubes,"muddler, mixing glass, barspoon, fine-mesh strainer",coupe,4 thin slices Granny Smith apple,,Mint Apple Crisp
253,12 whole cloves,6 whole allspice,mugs,ground nutmeg and 1 cinnamon stick per drink,,,,,,,,,"1/2 inch fresh ginger root, peeled and sliced",,,,,3 cinnamon sticks,12 whole white peppercorns,1 gallon fresh apple cider,6 ounces cranberry juice,"3/4 cup light brown sugar, packed",10-12 ounces bourbon,"cheesecloth, kitchen string, large pot",Rittenhouse Inn Wassail Punch
254,1 fresh egg white,2 ounces Navan vanilla liqueur,,,,,,,,,,,"1/2 ounce fresh-brewed espresso, at room temperature",,,,,3/4 ounce Mandarine Napoléon orange liqueur,Ice cubes,"Hawthorn strainer, 2 cocktail shakers",cocktail,orange twist,,,Stumptown Vanilla Flip
255,1 1/2 cups Kentucky rye whiskey (such as Rittenhouse Bottled-in-Bond or Wild Turkey),3 tablespoons Strega (herbal liqueur),,,,,,,,,,,3 tablespoons Amontillado Sherry (such as Lustau or González Byass Del Duque),,,,,2 tablespoons  No-Cook Simple Syrup,12 dashes orange bitters,12 orange twists,,,,,Rye Witch
256,6 large mint sprigs,5 tablespoons orgeat syrup (almond; such as Monin),,,,,,,,,,,1 1/2 cups citrus vodka (such as Hangar One Buddha's Hand Citron or Absolut Citron),,,,,1/2 cup plus 1 tablespoon fresh lemon juice,1 1/2 cups club soda,,,,,,Parkside Fizz
257,3/4 cup sugar,1 cup fresh or frozen cranberries,,,,,,,,,,,"1 lemon, cut into wedges",,,,,"1/2 orange, sliced into thin rounds",1 1/2 cups London dry gin (such as Beefeater or Tanqueray),1/2 cup plus 1 tablespoon off-dry Sherry (such as Lustau East India Solera),6 mint sprigs,,,,Cranberry Cobbler
258,5 tablespoons rye whiskey,3 tablespoons honey liqueur (such as Bärenjäger),,,,,,,,,,,1/4 teaspoon orange bitters,,,,,Ginger ale,2 orange twists,Ingredient info: Honey liqueur is available at well-stocked liquor stores and online from bevmo.com.,,,,,Honey Rye
259,"1 jalapeño, halved lengthwise",3/4 cup tequila blanco,,,,,,,,,,,"2 cups 3/4"" cubes seedless watermelon",,,,,6 tablespoons fresh lime juice,6 tablespoons Simple Syrup,1/4 cup mezcal or gold tequila,,,,,Watermelon Sugar
260,2 tablespoons Simple Syrup,2 tablespoons Raspberry Vinegar,,,,,,,,,,,1 tablespoon brandy (optional),,,,,sparkling water or Prosecco,1 lemon slice or mint sprig,,,,,,Raspberry Shrub
261,7 tablespoons raw sugar,"2 cups fresh blueberries, divided",,,,,,,,,,,2 cups brewed unsweetened black tea,,,,,1 1/2 cups fruity rosé,1 cup bourbon,3/4 cup fresh lemon juice,8 lemon slices,,,,"Rosé, Bourbon, and Blue"
262,2 cups thinly sliced unpeeled cucumber,2 1/4 cups Hendrick's Gin,,,,,,,,,,,1 1/4 cups St-Germain liqueur,,,,,1 cup fresh lemon juice,1 teaspoon kosher salt,1 1/2 cups club soda,,,,,Ruben's Cooler No. 2
263,6 tablespoons honey,2 cups lemon vodka or white rum,,,,,,,,,,,3/4 cup fresh lemon juice,,,,,1 cup (loosely packed) fresh lemon balm leaves or mint leaves,8 lemon slices,,,,,,Lemon Balm Honeysuckle
264,1 1/4 cups Applejack,1 1/4 cups fresh lemon juice,,,,,,,,,,,3/4 cup pure maple syrup (preferably Grade B),,,,,6 tablespoons apple cider vinegar,4 cups chilled Hefeweizen beer,3/4 cup chilled club soda,8 lemon wedges,,,,Sidewalker
265,"4 pounds tomatoes, chopped","1/2 pound Persian or English hothouse cucumbers, chopped",,,,,,,,,,,"1 celery stalk, chopped",,,,,2 tablespoons prepared white horseradish,kosher salt and freshly ground black pepper,Sugar,2 tablespoons (or more) vodka,Lemon slices,Cucumber spears,,Tomato-Water Bloody Mary
266,1 cup sugar,"1/2 cup plus 2 tablespoons fresh lime juice, plus zest for garnish",,,,,,,,,,,1 1/2 teaspoon minced fresh rosemary,,,,,"1/2 large Mexican papaya, seeded, or 1 large Hawaiian papaya, halved, seeded",3/4 cup tequila blanco,4 fresh orchid blossoms (optional),,,,,Papaya Margarita
267,2 cups plus 2 tablespoons tequila,"1-2 habanero chiles, halved",,,,,,,,,,,Kosher salt,,,,,6 cups fresh pink grapefruit juice,,,,,,,Spicy Grapefruit Margarita
268,1 1/2 tablespoons sugar,1 750 milliliter bottle Sauvignon Blanc,,,,,,,,,,,"1 hothouse cucumber, peeled, cut into 1/4"" rounds",,,,,"1 mango, pitted, peeled, finely diced","12 sprigs fresh mint, divided",1 cup ginger ale,,,,,Mango-Cucumber Wine Cooler
